preusuel,dpt,decade,nombre,total_births,rate_per_10k
DOMINIQUE,40,1940,78,31715,24.59
DOMINIQUE,40,1950,666,37491,177.64
DOMINIQUE,40,1960,659,34236,192.49
DOMINIQUE,40,1970,140,26933,51.98
DOMINIQUE,40,1980,19,22709,8.37
DOMINIQUE,40,1990,3,19577,1.53
DOMINIQUE,41,1930,4,34483,1.16
DOMINIQUE,41,1940,230,37096,62.0
DOMINIQUE,41,1950,1273,40457,314.66
DOMINIQUE,41,1960,728,36130,201.49
DOMINIQUE,41,1970,100,31709,31.54
DOMINIQUE,41,1980,9,30626,2.94
DOMINIQUE,42,1900,19,66614,2.85
DOMINIQUE,42,1910,9,61064,1.47
DOMINIQUE,42,1920,30,88012,3.41
DOMINIQUE,42,1930,53,81687,6.49
DOMINIQUE,42,1940,273,103442,26.39
DOMINIQUE,42,1950,2406,116099,207.24
DOMINIQUE,42,1960,2045,117811,173.58
DOMINIQUE,42,1970,462,110661,41.75
DOMINIQUE,42,1980,53,97897,5.41
DOMINIQUE,42,1990,3,82167,0.37
DOMINIQUE,43,1930,3,30908,0.97
DOMINIQUE,43,1940,39,31249,12.48
DOMINIQUE,43,1950,361,31396,114.98
DOMINIQUE,43,1960,519,27000,192.22
DOMINIQUE,43,1970,151,18478,81.72
DOMINIQUE,43,1980,10,12758,7.84
DOMINIQUE,43,1990,3,9336,3.21
DOMINIQUE,44,1900,8,67871,1.18
DOMINIQUE,44,1910,7,65543,1.07
DOMINIQUE,44,1920,13,99161,1.31
DOMINIQUE,44,1930,46,96622,4.76
DOMINIQUE,44,1940,573,118912,48.19
DOMINIQUE,44,1950,3903,156831,248.87
DOMINIQUE,44,1960,3270,161592,202.36
DOMINIQUE,44,1970,676,154881,43.65
DOMINIQUE,44,1980,79,139790,5.65
DOMINIQUE,44,1990,9,126829,0.71
DOMINIQUE,44,2000,3,141904,0.21
DOMINIQUE,45,1930,22,45850,4.8
DOMINIQUE,45,1940,512,54841,93.36
DOMINIQUE,45,1950,2263,66444,340.59
DOMINIQUE,45,1960,1222,69784,175.11
DOMINIQUE,45,1970,208,68115,30.54
DOMINIQUE,45,1980,19,63898,2.97
DOMINIQUE,46,1940,35,20802,16.83
DOMINIQUE,46,1950,313,22098,141.64
DOMINIQUE,46,1960,394,20015,196.85
DOMINIQUE,46,1970,86,14228,60.44
DOMINIQUE,46,1980,3,11130,2.7
DOMINIQUE,47,1900,4,22005,1.82
DOMINIQUE,47,1930,13,29237,4.45
DOMINIQUE,47,1940,113,39674,28.48
DOMINIQUE,47,1950,600,43383,138.3
DOMINIQUE,47,1960,651,41294,157.65
DOMINIQUE,47,1970,190,33918,56.02
DOMINIQUE,47,1980,15,30422,4.93
DOMINIQUE,47,1990,3,25826,1.16
DOMINIQUE,48,1940,8,12617,6.34
DOMINIQUE,48,1950,105,11308,92.85
DOMINIQUE,48,1960,144,8940,161.07
DOMINIQUE,48,1970,36,6160,58.44
DOMINIQUE,49,1900,23,48516,4.74
DOMINIQUE,49,1910,8,46658,1.71
DOMINIQUE,49,1920,27,71688,3.77
DOMINIQUE,49,1930,55,73058,7.53
DOMINIQUE,49,1940,540,90291,59.81
DOMINIQUE,49,1950,2916,111932,260.52
DOMINIQUE,49,1960,2495,117359,212.6
DOMINIQUE,49,1970,547,114643,47.71
DOMINIQUE,49,1980,69,105492,6.54
DOMINIQUE,49,1990,6,87629,0.68
DOMINIQUE,50,1900,4,50225,0.8
DOMINIQUE,50,1920,3,76680,0.39
DOMINIQUE,50,1930,13,79589,1.63
DOMINIQUE,50,1940,174,81898,21.25
DOMINIQUE,50,1950,1657,97294,170.31
DOMINIQUE,50,1960,1644,82658,198.89
DOMINIQUE,50,1970,356,64681,55.04
DOMINIQUE,50,1980,45,60507,7.44
DOMINIQUE,51,1920,4,63144,0.63
DOMINIQUE,51,1930,37,61692,6.0
DOMINIQUE,51,1940,533,68407,77.92
DOMINIQUE,51,1950,2856,86183,331.39
DOMINIQUE,51,1960,1442,85137,169.37
DOMINIQUE,51,1970,237,87064,27.22
DOMINIQUE,51,1980,37,80778,4.58
DOMINIQUE,51,1990,9,65447,1.38
DOMINIQUE,52,1930,4,27679,1.45
DOMINIQUE,52,1940,183,32092,57.02
DOMINIQUE,52,1950,1187,40255,294.87
DOMINIQUE,52,1960,729,39605,184.07
DOMINIQUE,52,1970,115,28919,39.77
DOMINIQUE,52,1980,11,21620,5.09
DOMINIQUE,53,1930,3,43183,0.69
DOMINIQUE,53,1940,125,45402,27.53
DOMINIQUE,53,1950,918,49224,186.49
DOMINIQUE,53,1960,1046,42682,245.07
DOMINIQUE,53,1970,223,38954,57.25
DOMINIQUE,53,1980,15,31040,4.83
DOMINIQUE,54,1900,36,59105,6.09
DOMINIQUE,54,1910,21,55048,3.81
DOMINIQUE,54,1920,45,89383,5.03
DOMINIQUE,54,1930,57,93039,6.13
DOMINIQUE,54,1940,475,94105,50.48
DOMINIQUE,54,1950,3596,132349,271.71
DOMINIQUE,54,1960,2219,130317,170.28
DOMINIQUE,54,1970,415,107549,38.59
DOMINIQUE,54,1980,60,91460,6.56
DOMINIQUE,54,1990,10,77057,1.3
DOMINIQUE,55,1930,4,31592,1.27
DOMINIQUE,55,1940,148,32025,46.21
DOMINIQUE,55,1950,1071,41141,260.32
DOMINIQUE,55,1960,630,35526,177.33
DOMINIQUE,55,1970,114,24075,47.35
DOMINIQUE,55,1980,23,18825,12.22
DOMINIQUE,56,1900,21,70163,2.99
DOMINIQUE,56,1910,15,70023,2.14
DOMINIQUE,56,1920,25,96940,2.58
DOMINIQUE,56,1930,37,90817,4.07
DOMINIQUE,56,1940,208,88179,23.59
DOMINIQUE,56,1950,1648,98347,167.57
DOMINIQUE,56,1960,1595,91777,173.79
DOMINIQUE,56,1970,434,82757,52.44
DOMINIQUE,56,1980,42,73967,5.68
DOMINIQUE,57,1900,67,94915,7.06
DOMINIQUE,57,1910,35,86307,4.06
DOMINIQUE,57,1920,34,108041,3.15
DOMINIQUE,57,1930,32,111387,2.87
DOMINIQUE,57,1940,153,102126,14.98
DOMINIQUE,57,1950,2425,171761,141.18
DOMINIQUE,57,1960,3253,188508,172.57
DOMINIQUE,57,1970,818,147194,55.57
DOMINIQUE,57,1980,187,140179,13.34
DOMINIQUE,57,1990,46,109066,4.22
DOMINIQUE,57,2000,8,94896,0.84
DOMINIQUE,58,1930,8,29552,2.71
DOMINIQUE,58,1940,170,34918,48.69
DOMINIQUE,58,1950,1047,39848,262.75
DOMINIQUE,58,1960,708,36456,194.21
DOMINIQUE,58,1970,117,29958,39.05
DOMINIQUE,58,1980,13,24276,5.36
DOMINIQUE,59,1900,7,231745,0.3
DOMINIQUE,59,1920,63,317569,1.98
DOMINIQUE,59,1930,222,299159,7.42
DOMINIQUE,59,1940,1515,325253,46.58
DOMINIQUE,59,1950,11547,456418,252.99
DOMINIQUE,59,1960,8403,465942,180.34
DOMINIQUE,59,1970,1676,443472,37.79
DOMINIQUE,59,1980,378,423963,8.92
DOMINIQUE,59,1990,74,352629,2.1
DOMINIQUE,59,2000,6,344470,0.17
DOMINIQUE,60,1920,3,61767,0.49
DOMINIQUE,60,1930,23,59773,3.85
DOMINIQUE,60,1940,451,68018,66.31
DOMINIQUE,60,1950,2587,87592,295.35
DOMINIQUE,60,1960,1529,88732,172.32
DOMINIQUE,60,1970,315,80213,39.27
DOMINIQUE,60,1980,46,78239,5.88
DOMINIQUE,61,1930,14,42909,3.26
DOMINIQUE,61,1940,219,47683,45.93
DOMINIQUE,61,1950,1240,55094,225.07
DOMINIQUE,61,1960,1121,50462,222.15
DOMINIQUE,61,1970,212,42042,50.43
DOMINIQUE,61,1980,8,32334,2.47
DOMINIQUE,62,1900,3,139355,0.22
DOMINIQUE,62,1910,4,128014,0.31
DOMINIQUE,62,1920,23,212662,1.08
DOMINIQUE,62,1930,79,207288,3.81
DOMINIQUE,62,1940,763,224918,33.92
DOMINIQUE,62,1950,7132,298366,239.04
DOMINIQUE,62,1960,5353,261264,204.89
DOMINIQUE,62,1970,1025,218107,47.0
DOMINIQUE,62,1980,204,198003,10.3
DOMINIQUE,62,1990,50,163990,3.05
DOMINIQUE,62,2000,3,154721,0.19
DOMINIQUE,63,1920,3,63807,0.47
DOMINIQUE,63,1930,16,56078,2.85
DOMINIQUE,63,1940,301,69422,43.36
DOMINIQUE,63,1950,2016,75818,265.9
DOMINIQUE,63,1960,1334,76147,175.19
DOMINIQUE,63,1970,288,72883,39.52
DOMINIQUE,63,1980,27,63354,4.26
DOMINIQUE,63,1990,3,52644,0.57
DOMINIQUE,64,1900,343,56822,60.36
DOMINIQUE,64,1910,302,49777,60.67
DOMINIQUE,64,1920,268,62392,42.95
DOMINIQUE,64,1930,277,57752,47.96
DOMINIQUE,64,1940,390,61390,63.53
DOMINIQUE,64,1950,1141,71050,160.59
DOMINIQUE,64,1960,1128,79175,142.47
DOMINIQUE,64,1970,319,68175,46.79
DOMINIQUE,64,1980,71,63170,11.24
DOMINIQUE,64,1990,3,58962,0.51
DOMINIQUE,65,1900,119,19329,61.57
DOMINIQUE,65,1910,57,16931,33.67
DOMINIQUE,65,1920,57,23614,24.14
DOMINIQUE,65,1930,34,22468,15.13
DOMINIQUE,65,1940,76,27549,27.59
DOMINIQUE,65,1950,366,31928,114.63
DOMINIQUE,65,1960,519,32319,160.59
DOMINIQUE,65,1970,147,24500,60.0
DOMINIQUE,65,1980,9,20198,4.46
DOMINIQUE,66,1900,44,24958,17.63
DOMINIQUE,66,1910,16,21215,7.54
DOMINIQUE,66,1930,11,23926,4.6
DOMINIQUE,66,1940,66,29028,22.74
DOMINIQUE,66,1950,416,30512,136.34
DOMINIQUE,66,1960,411,35415,116.05
DOMINIQUE,66,1970,114,30552,37.31
DOMINIQUE,66,1980,11,32624,3.37
DOMINIQUE,67,1930,12,103205,1.16
DOMINIQUE,67,1940,135,98381,13.72
DOMINIQUE,67,1950,1745,138497,126.0
DOMINIQUE,67,1960,2452,146146,167.78
DOMINIQUE,67,1970,714,118481,60.26
DOMINIQUE,67,1980,155,114734,13.51
DOMINIQUE,67,1990,31,113173,2.74
DOMINIQUE,67,2010,3,96185,0.31
DOMINIQUE,68,1900,9,71371,1.26
DOMINIQUE,68,1920,10,71326,1.4
DOMINIQUE,68,1930,4,70296,0.57
DOMINIQUE,68,1940,68,66270,10.26
DOMINIQUE,68,1950,1148,94375,121.64
DOMINIQUE,68,1960,1770,95017,186.28
DOMINIQUE,68,1970,469,81988,57.2
DOMINIQUE,68,1980,93,81467,11.42
DOMINIQUE,68,1990,15,75153,2.0
DOMINIQUE,69,1900,30,74063,4.05
DOMINIQUE,69,1910,33,73396,4.5
DOMINIQUE,69,1920,79,119256,6.62
DOMINIQUE,69,1930,131,117224,11.18
DOMINIQUE,69,1940,880,153060,57.49
DOMINIQUE,69,1950,3957,178128,222.14
DOMINIQUE,69,1960,2594,217925,119.03
DOMINIQUE,69,1970,586,217346,26.96
DOMINIQUE,69,1980,121,222370,5.44
DOMINIQUE,69,1990,21,219117,0.96
DOMINIQUE,69,2000,9,224145,0.4
DOMINIQUE,70,1930,7,29915,2.34
DOMINIQUE,70,1940,168,34845,48.21
DOMINIQUE,70,1950,1081,39747,271.97
DOMINIQUE,70,1960,664,32733,202.85
DOMINIQUE,70,1970,139,22325,62.26
DOMINIQUE,71,1900,9,70670,1.27
DOMINIQUE,71,1920,3,79291,0.38
DOMINIQUE,71,1940,231,77171,29.93
DOMINIQUE,71,1950,2056,88584,232.1
DOMINIQUE,71,1960,1962,85897,228.41
DOMINIQUE,71,1970,349,71677,48.69
DOMINIQUE,71,1980,34,58365,5.83
DOMINIQUE,72,1930,6,63657,0.94
DOMINIQUE,72,1940,236,75668,31.19
DOMINIQUE,72,1950,2154,91015,236.66
DOMINIQUE,72,1960,1919,87077,220.38
DOMINIQUE,72,1970,279,74497,37.45
DOMINIQUE,72,1980,14,64474,2.17
DOMINIQUE,73,1910,3,23096,1.3
DOMINIQUE,73,1920,14,32907,4.25
DOMINIQUE,73,1930,12,31065,3.86
DOMINIQUE,73,1940,100,38758,25.8
DOMINIQUE,73,1950,671,44883,149.5
DOMINIQUE,73,1960,639,43801,145.89
DOMINIQUE,73,1970,167,39064,42.75
DOMINIQUE,73,1980,26,36924,7.04
DOMINIQUE,74,1930,14,34509,4.06
DOMINIQUE,74,1940,143,47056,30.39
DOMINIQUE,74,1950,948,53947,175.73
DOMINIQUE,74,1960,889,64430,137.98
DOMINIQUE,74,1970,289,63948,45.19
DOMINIQUE,74,1980,35,68462,5.11
DOMINIQUE,74,1990,5,74040,0.68
DOMINIQUE,75,1900,99,406142,2.44
DOMINIQUE,75,1910,105,400417,2.62
DOMINIQUE,75,1920,341,586855,5.81
DOMINIQUE,75,1930,769,565818,13.59
DOMINIQUE,75,1940,8205,641552,127.89
DOMINIQUE,75,1950,29734,871748,341.08
DOMINIQUE,75,1960,10383,842991,123.17
DOMINIQUE,75,1970,935,358646,26.07
DOMINIQUE,75,1980,224,344414,6.5
DOMINIQUE,75,1990,67,342971,1.95
DOMINIQUE,75,2000,48,343350,1.4
DOMINIQUE,75,2010,11,341175,0.32
DOMINIQUE,76,1920,11,146713,0.75
DOMINIQUE,76,1930,106,145406,7.29
DOMINIQUE,76,1940,1140,157634,72.32
DOMINIQUE,76,1950,6685,208780,320.19
DOMINIQUE,76,1960,3462,210592,164.39
DOMINIQUE,76,1970,485,189723,25.56
DOMINIQUE,76,1980,82,180157,4.55
DOMINIQUE,76,1990,6,153075,0.39
DOMINIQUE,77,1920,3,50096,0.6
DOMINIQUE,77,1930,17,52293,3.25
DOMINIQUE,77,1940,498,59756,83.34
DOMINIQUE,77,1950,2545,77665,327.69
DOMINIQUE,77,1960,1315,83529,157.43
DOMINIQUE,77,1970,294,92453,31.8
DOMINIQUE,77,1980,52,97400,5.34
DOMINIQUE,77,1990,12,106487,1.13
DOMINIQUE,78,1910,3,74795,0.4
DOMINIQUE,78,1920,29,134099,2.16
DOMINIQUE,78,1930,114,156128,7.3
DOMINIQUE,78,1940,1838,192212,95.62
DOMINIQUE,78,1950,9063,276279,328.04
DOMINIQUE,78,1960,4328,316915,136.57
DOMINIQUE,78,1970,396,150375,26.33
DOMINIQUE,78,1980,99,155454,6.37
DOMINIQUE,78,1990,12,152984,0.78
DOMINIQUE,79,1900,3,38232,0.78
DOMINIQUE,79,1910,3,34849,0.86
DOMINIQUE,79,1940,284,53993,52.6
DOMINIQUE,79,1950,1784,62128,287.15
DOMINIQUE,79,1960,1274,57490,221.6
DOMINIQUE,79,1970,197,45392,43.4
DOMINIQUE,79,1980,22,35198,6.25
DOMINIQUE,79,1990,3,27154,1.1
DOMINIQUE,80,1930,26,67552,3.85
DOMINIQUE,80,1940,512,76863,66.61
DOMINIQUE,80,1950,2684,95773,280.25
DOMINIQUE,80,1960,1565,93004,168.27
DOMINIQUE,80,1970,310,83855,36.97
DOMINIQUE,80,1980,51,76900,6.63
DOMINIQUE,81,1940,69,42581,16.2
DOMINIQUE,81,1950,549,48363,113.52
DOMINIQUE,81,1960,738,45093,163.66
DOMINIQUE,81,1970,211,38495,54.81
DOMINIQUE,81,1980,26,33187,7.83
DOMINIQUE,82,1920,3,19685,1.52
DOMINIQUE,82,1930,6,19158,3.13
DOMINIQUE,82,1940,43,25558,16.82
DOMINIQUE,82,1950,264,28319,93.22
DOMINIQUE,82,1960,371,24971,148.57
DOMINIQUE,82,1970,84,18692,44.94
DOMINIQUE,83,1900,99,30964,31.97
DOMINIQUE,83,1910,65,26879,24.18
DOMINIQUE,83,1920,65,38950,16.69
DOMINIQUE,83,1930,100,41678,23.99
DOMINIQUE,83,1940,144,53045,27.15
DOMINIQUE,83,1950,895,61785,144.86
DOMINIQUE,83,1960,707,74409,95.02
DOMINIQUE,83,1970,194,68376,28.37
DOMINIQUE,83,1980,61,76541,7.97
DOMINIQUE,83,1990,23,77403,2.97
DOMINIQUE,84,1900,10,21567,4.64
DOMINIQUE,84,1910,3,19168,1.57
DOMINIQUE,84,1920,3,28669,1.05
DOMINIQUE,84,1930,7,29906,2.34
DOMINIQUE,84,1940,83,40409,20.54
DOMINIQUE,84,1950,591,46199,127.92
DOMINIQUE,84,1960,594,60952,97.45
DOMINIQUE,84,1970,179,54031,33.13
DOMINIQUE,84,1980,35,62451,5.6
DOMINIQUE,84,1990,7,63976,1.09
DOMINIQUE,85,1900,7,55747,1.26
DOMINIQUE,85,1910,4,49803,0.8
DOMINIQUE,85,1920,14,69803,2.01
DOMINIQUE,85,1930,27,67048,4.03
DOMINIQUE,85,1940,311,71011,43.8
DOMINIQUE,85,1950,1816,78357,231.76
DOMINIQUE,85,1960,1397,63298,220.7
DOMINIQUE,85,1970,301,58707,51.27
DOMINIQUE,85,1980,26,50677,5.13
DOMINIQUE,86,1930,26,43763,5.94
DOMINIQUE,86,1940,332,51962,63.89
DOMINIQUE,86,1950,2012,59821,336.34
DOMINIQUE,86,1960,1125,54016,208.27
DOMINIQUE,86,1970,166,47757,34.76
DOMINIQUE,86,1980,12,41916,2.86
DOMINIQUE,87,1940,166,46789,35.48
DOMINIQUE,87,1950,951,47122,201.82
DOMINIQUE,87,1960,879,44170,199.0
DOMINIQUE,87,1970,157,39486,39.76
DOMINIQUE,87,1980,3,34175,0.88
DOMINIQUE,87,1990,3,29690,1.01
DOMINIQUE,88,1930,12,57814,2.08
DOMINIQUE,88,1940,301,62701,48.01
DOMINIQUE,88,1950,2146,78548,273.21
DOMINIQUE,88,1960,1472,70132,209.89
DOMINIQUE,88,1970,300,56609,53.0
DOMINIQUE,88,1980,33,48914,6.75
DOMINIQUE,89,1930,12,32377,3.71
DOMINIQUE,89,1940,224,37466,59.79
DOMINIQUE,89,1950,1279,43689,292.75
DOMINIQUE,89,1960,748,38787,192.85
DOMINIQUE,89,1970,127,34068,37.28
DOMINIQUE,89,1980,3,30901,0.97
DOMINIQUE,90,1940,72,13658,52.72
DOMINIQUE,90,1950,590,20715,284.82
DOMINIQUE,90,1960,350,22207,157.61
DOMINIQUE,90,1970,46,20029,22.97
DOMINIQUE,90,1980,7,16615,4.21
DOMINIQUE,91,1960,123,14893,82.59
DOMINIQUE,91,1970,264,91326,28.91
DOMINIQUE,91,1980,49,101449,4.83
DOMINIQUE,91,1990,9,114418,0.79
DOMINIQUE,91,2010,7,106153,0.66
DOMINIQUE,92,1960,236,49795,47.39
DOMINIQUE,92,1970,530,228138,23.23
DOMINIQUE,92,1980,119,208597,5.7
DOMINIQUE,92,1990,45,210780,2.13
DOMINIQUE,92,2000,17,213008,0.8
DOMINIQUE,93,1960,231,38002,60.79
DOMINIQUE,93,1970,526,188968,27.84
DOMINIQUE,93,1980,134,179731,7.46
DOMINIQUE,93,1990,45,164927,2.73
DOMINIQUE,93,2000,21,173639,1.21
DOMINIQUE,93,2010,3,163023,0.18
DOMINIQUE,94,1960,198,31016,63.84
DOMINIQUE,94,1970,450,163282,27.56
DOMINIQUE,94,1980,126,162231,7.77
DOMINIQUE,94,1990,21,141691,1.48
DOMINIQUE,94,2000,5,133059,0.38
DOMINIQUE,94,2010,3,141081,0.21
DOMINIQUE,95,1960,148,20039,73.86
DOMINIQUE,95,1970,283,103858,27.25
DOMINIQUE,95,1980,78,122640,6.36
DOMINIQUE,95,1990,12,126609,0.95
DOMINIQUE,95,2000,6,137417,0.44
DOMINIQUE,95,2010,3,133740,0.22
DOMINIQUE,971,1900,23,29569,7.78
DOMINIQUE,971,1910,23,32007,7.19
DOMINIQUE,971,1920,44,37789,11.64
DOMINIQUE,971,1930,103,39369,26.16
DOMINIQUE,971,1940,83,51619,16.08
DOMINIQUE,971,1950,181,75544,23.96
DOMINIQUE,971,1960,935,89835,104.08
DOMINIQUE,971,1970,701,67547,103.78
DOMINIQUE,971,1980,104,50633,20.54
DOMINIQUE,971,1990,17,46877,3.63
DOMINIQUE,971,2000,3,34265,0.88
DOMINIQUE,972,1900,84,37835,22.2
DOMINIQUE,972,1910,59,39139,15.07
DOMINIQUE,972,1920,43,43913,9.79
DOMINIQUE,972,1930,118,48309,24.43
DOMINIQUE,972,1940,72,57075,12.61
DOMINIQUE,972,1950,399,84939,46.97
DOMINIQUE,972,1960,1280,90549,141.36
DOMINIQUE,972,1970,540,60687,88.98
DOMINIQUE,972,1980,136,45399,29.96
DOMINIQUE,972,1990,24,41425,5.79
DOMINIQUE,973,1950,14,5558,25.19
DOMINIQUE,973,1960,126,8004,157.42
DOMINIQUE,973,1970,69,9490,72.71
DOMINIQUE,973,1980,41,12202,33.6
DOMINIQUE,973,1990,28,20705,13.52
DOMINIQUE,973,2000,19,22242,8.54
DOMINIQUE,973,2010,6,19007,3.16
DOMINIQUE,974,1900,40,45650,8.76
DOMINIQUE,974,1910,24,52847,4.54
DOMINIQUE,974,1920,24,62955,3.81
DOMINIQUE,974,1930,32,74957,4.27
DOMINIQUE,974,1940,23,84933,2.71
DOMINIQUE,974,1950,315,124849,25.23
DOMINIQUE,974,1960,1253,147268,85.08
DOMINIQUE,974,1970,820,118128,69.42
DOMINIQUE,974,1980,314,111751,28.1
DOMINIQUE,974,1990,81,111940,7.24
DOMINIQUE,974,2000,19,107732,1.76
ERIC,01,1940,3,46636,0.64
ERIC,01,1950,135,46328,29.14
ERIC,01,1960,937,42903,218.4
ERIC,01,1970,362,35295,102.56
ERIC,01,1980,77,31058,24.79
ERIC,01,1990,10,27120,3.69
ERIC,01,2000,3,27094,1.11
ERIC,01,2010,3,24894,1.21
ERIC,02,1940,21,80002,2.62
ERIC,02,1950,640,104861,61.03
ERIC,02,1960,2297,95635,240.18
ERIC,02,1970,706,77785,90.76
ERIC,02,1980,129,70483,18.3
ERIC,02,1990,46,59153,7.78
ERIC,02,2000,3,49665,0.6
ERIC,02,2020,3,8139,3.69
ERIC,03,1940,4,54894,0.73
ERIC,03,1950,150,58868,25.48
ERIC,03,1960,1071,56050,191.08
ERIC,03,1970,534,46184,115.62
ERIC,03,1980,96,37228,25.79
ERIC,03,1990,11,31678,3.47
ERIC,03,2000,3,28201,1.06
ERIC,04,1950,23,10254,22.43
ERIC,04,1960,298,12411,240.11
ERIC,04,1970,118,8949,131.86
ERIC,04,1980,17,7781,21.85
ERIC,05,1950,29,12889,22.5
ERIC,05,1960,268,12801,209.36
ERIC,05,1970,150,9865,152.05
ERIC,05,1980,15,9977,15.03
ERIC,05,2000,3,8106,3.7
ERIC,06,1930,4,49731,0.8
ERIC,06,1940,36,53884,6.68
ERIC,06,1950,380,57861,65.67
ERIC,06,1960,1979,75290,262.85
ERIC,06,1970,1054,73155,144.08
ERIC,06,1980,299,88391,33.83
ERIC,06,1990,80,94344,8.48
ERIC,06,2000,36,93641,3.84
ERIC,06,2010,12,90303,1.33
ERIC,06,2020,4,25123,1.59
ERIC,07,1950,93,35165,26.45
ERIC,07,1960,532,28930,183.89
ERIC,07,1970,234,21484,108.92
ERIC,07,1980,40,21335,18.75
ERIC,07,1990,4,19797,2.02
ERIC,08,1940,10,41117,2.43
ERIC,08,1950,393,60617,64.83
ERIC,08,1960,1355,57103,237.29
ERIC,08,1970,388,42072,92.22
ERIC,08,1980,67,35658,18.79
ERIC,08,1990,17,27523,6.18
ERIC,09,1950,20,17993,11.12
ERIC,09,1960,332,15090,220.01
ERIC,09,1970,149,9737,153.02
ERIC,09,1980,40,8084,49.48
ERIC,10,1950,204,45569,44.77
ERIC,10,1960,1176,44319,265.35
ERIC,10,1970,354,37816,93.61
ERIC,10,1980,76,31686,23.99
ERIC,10,1990,10,26938,3.71
ERIC,10,2000,3,22689,1.32
ERIC,11,1940,3,37003,0.81
ERIC,11,1950,100,36936,27.07
ERIC,11,1960,776,34279,226.38
ERIC,11,1970,318,26695,119.12
ERIC,11,1980,83,25234,32.89
ERIC,11,1990,16,23387,6.84
ERIC,11,2000,7,23020,3.04
ERIC,12,1950,64,44695,14.32
ERIC,12,1960,615,37676,163.23
ERIC,12,1970,293,28337,103.4
ERIC,12,1980,85,22051,38.55
ERIC,12,1990,9,18720,4.81
ERIC,13,1920,3,119321,0.25
ERIC,13,1930,6,113354,0.53
ERIC,13,1940,68,141405,4.81
ERIC,13,1950,550,168780,32.59
ERIC,13,1960,4676,207674,225.16
ERIC,13,1970,2577,202326,127.37
ERIC,13,1980,744,210950,35.27
ERIC,13,1990,204,198767,10.26
ERIC,13,2000,76,207191,3.67
ERIC,13,2010,24,210449,1.14
ERIC,13,2020,14,58640,2.39
ERIC,14,1940,39,77375,5.04
ERIC,14,1950,483,101260,47.7
ERIC,14,1960,2119,97129,218.16
ERIC,14,1970,751,91882,81.74
ERIC,14,1980,145,86843,16.7
ERIC,14,1990,16,75723,2.11
ERIC,14,2000,11,73870,1.49
ERIC,14,2010,3,55215,0.54
ERIC,15,1950,17,31381,5.42
ERIC,15,1960,389,26568,146.42
ERIC,15,1970,300,20647,145.3
ERIC,15,1980,55,15828,34.75
ERIC,16,1940,5,47665,1.05
ERIC,16,1950,284,56085,50.64
ERIC,16,1960,1331,52889,251.66
ERIC,16,1970,434,42963,101.02
ERIC,16,1980,79,35969,21.96
ERIC,16,1990,4,27466,1.46
ERIC,16,2000,4,23818,1.68
ERIC,17,1940,12,67715,1.77
ERIC,17,1950,430,86420,49.76
ERIC,17,1960,1802,76217,236.43
ERIC,17,1970,631,61774,102.15
ERIC,17,1980,108,53359,20.24
ERIC,17,1990,23,45775,5.02
ERIC,18,1940,4,39999,1.0
ERIC,18,1950,189,43208,43.74
ERIC,18,1960,927,38186,242.76
ERIC,18,1970,284,30639,92.69
ERIC,18,1980,51,24437,20.87
ERIC,18,1990,12,22093,5.43
ERIC,19,1950,75,35060,21.39
ERIC,19,1960,655,30060,217.9
ERIC,19,1970,394,25308,155.68
ERIC,19,1980,59,21480,27.47
ERIC,19,1990,8,18007,4.44
ERIC,20,1950,8,25320,3.16
ERIC,20,1960,328,24160,135.76
ERIC,20,1970,281,21073,133.35
ERIC,20,1980,70,21400,32.71
ERIC,20,1990,19,18967,10.02
ERIC,20,2000,6,18053,3.32
ERIC,21,1930,3,45388,0.66
ERIC,21,1940,16,55753,2.87
ERIC,21,1950,326,68195,47.8
ERIC,21,1960,1764,69560,253.59
ERIC,21,1970,656,65725,99.81
ERIC,21,1980,138,60902,22.66
ERIC,21,1990,42,52903,7.94
ERIC,22,1940,13,87266,1.49
ERIC,22,1950,251,90694,27.68
ERIC,22,1960,1419,77893,182.17
ERIC,22,1970,669,67921,98.5
ERIC,22,1980,130,58761,22.12
ERIC,22,1990,17,47451,3.58
ERIC,22,2000,4,47297,0.85
ERIC,23,1950,42,21836,19.23
ERIC,23,1960,355,15649,226.85
ERIC,23,1970,147,9950,147.74
ERIC,23,1980,9,5643,15.95
ERIC,24,1940,15,58180,2.58
ERIC,24,1950,225,56855,39.57
ERIC,24,1960,1085,45303,239.5
ERIC,24,1970,419,33311,125.78
ERIC,24,1980,56,28006,20.0
ERIC,24,1990,8,23198,3.45
ERIC,24,2000,3,22140,1.36
ERIC,25,1940,9,55838,1.61
ERIC,25,1950,286,67508,42.37
ERIC,25,1960,1777,79611,223.21
ERIC,25,1970,663,77394,85.67
ERIC,25,1980,154,71182,21.63
ERIC,25,1990,29,59766,4.85
ERIC,25,2000,6,60105,1.0
ERIC,25,2010,3,47610,0.63
ERIC,26,1950,200,47348,42.24
ERIC,26,1960,1146,55032,208.24
ERIC,26,1970,458,49253,92.99
ERIC,26,1980,112,45883,24.41
ERIC,26,1990,22,40689,5.41
ERIC,26,2000,3,35088,0.85
ERIC,27,1930,3,46210,0.65
ERIC,27,1940,43,56620,7.59
ERIC,27,1950,380,68083,55.81
ERIC,27,1960,1486,65215,227.86
ERIC,27,1970,473,55795,84.77
ERIC,27,1980,82,50352,16.29
