preusuel,dpt,decade,nombre,total_births,rate_per_10k
ISABELLE,04,1910,12,7938,15.12
ISABELLE,04,1920,3,10196,2.94
ISABELLE,04,1930,8,8196,9.76
ISABELLE,04,1950,24,10254,23.41
ISABELLE,04,1960,197,12411,158.73
ISABELLE,04,1970,141,8949,157.56
ISABELLE,04,1980,26,7781,33.41
ISABELLE,05,1910,4,9700,4.12
ISABELLE,05,1940,3,13024,2.3
ISABELLE,05,1950,42,12889,32.59
ISABELLE,05,1960,235,12801,183.58
ISABELLE,05,1970,147,9865,149.01
ISABELLE,05,1980,29,9977,29.07
ISABELLE,06,1900,32,36463,8.78
ISABELLE,06,1910,26,34993,7.43
ISABELLE,06,1920,20,50334,3.97
ISABELLE,06,1930,16,49731,3.22
ISABELLE,06,1940,53,53884,9.84
ISABELLE,06,1950,351,57861,60.66
ISABELLE,06,1960,1466,75290,194.71
ISABELLE,06,1970,965,73155,131.91
ISABELLE,06,1980,263,88391,29.75
ISABELLE,06,1990,74,94344,7.84
ISABELLE,06,2000,11,93641,1.17
ISABELLE,06,2010,6,90303,0.66
ISABELLE,06,2020,4,25123,1.59
ISABELLE,07,1900,10,38003,2.63
ISABELLE,07,1910,3,31260,0.96
ISABELLE,07,1920,4,41255,0.97
ISABELLE,07,1940,9,38930,2.31
ISABELLE,07,1950,107,35165,30.43
ISABELLE,07,1960,630,28930,217.77
ISABELLE,07,1970,359,21484,167.1
ISABELLE,07,1980,62,21335,29.06
ISABELLE,08,1900,37,32392,11.42
ISABELLE,08,1910,23,23572,9.76
ISABELLE,08,1920,41,46690,8.78
ISABELLE,08,1930,10,43471,2.3
ISABELLE,08,1940,8,41117,1.95
ISABELLE,08,1950,217,60617,35.8
ISABELLE,08,1960,1342,57103,235.01
ISABELLE,08,1970,696,42072,165.43
ISABELLE,08,1980,146,35658,40.94
ISABELLE,08,1990,12,27523,4.36
ISABELLE,09,1900,3,19873,1.51
ISABELLE,09,1920,10,18986,5.27
ISABELLE,09,1940,4,17154,2.33
ISABELLE,09,1950,47,17993,26.12
ISABELLE,09,1960,220,15090,145.79
ISABELLE,09,1970,129,9737,132.48
ISABELLE,09,1980,29,8084,35.87
ISABELLE,09,1990,9,7118,12.64
ISABELLE,10,1900,22,22152,9.93
ISABELLE,10,1910,12,22194,5.41
ISABELLE,10,1920,15,32721,4.58
ISABELLE,10,1930,4,32975,1.21
ISABELLE,10,1940,16,38595,4.15
ISABELLE,10,1950,196,45569,43.01
ISABELLE,10,1960,1071,44319,241.66
ISABELLE,10,1970,578,37816,152.85
ISABELLE,10,1980,120,31686,37.87
ISABELLE,10,1990,24,26938,8.91
ISABELLE,11,1900,39,31881,12.23
ISABELLE,11,1910,15,24334,6.16
ISABELLE,11,1920,70,37989,18.43
ISABELLE,11,1930,77,32673,23.57
ISABELLE,11,1940,48,37003,12.97
ISABELLE,11,1950,80,36936,21.66
ISABELLE,11,1960,394,34279,114.94
ISABELLE,11,1970,302,26695,113.13
ISABELLE,11,1980,82,25234,32.5
ISABELLE,11,1990,10,23387,4.28
ISABELLE,11,2000,3,23020,1.3
ISABELLE,12,1910,6,36939,1.62
ISABELLE,12,1920,27,47489,5.69
ISABELLE,12,1930,26,42531,6.11
ISABELLE,12,1940,3,44481,0.67
ISABELLE,12,1950,103,44695,23.05
ISABELLE,12,1960,744,37676,197.47
ISABELLE,12,1970,390,28337,137.63
ISABELLE,12,1980,69,22051,31.29
ISABELLE,12,1990,9,18720,4.81
ISABELLE,13,1900,130,81515,15.95
ISABELLE,13,1910,106,79785,13.29
ISABELLE,13,1920,182,119321,15.25
ISABELLE,13,1930,139,113354,12.26
ISABELLE,13,1940,112,141405,7.92
ISABELLE,13,1950,544,168780,32.23
ISABELLE,13,1960,2834,207674,136.46
ISABELLE,13,1970,2098,202326,103.69
ISABELLE,13,1980,781,210950,37.02
ISABELLE,13,1990,180,198767,9.06
ISABELLE,13,2000,98,207191,4.73
ISABELLE,13,2010,79,210449,3.75
ISABELLE,13,2020,21,58640,3.58
ISABELLE,14,1900,41,39243,10.45
ISABELLE,14,1910,14,40999,3.41
ISABELLE,14,1920,11,64551,1.7
ISABELLE,14,1930,6,66572,0.9
ISABELLE,14,1940,18,77375,2.33
ISABELLE,14,1950,482,101260,47.6
ISABELLE,14,1960,2722,97129,280.25
ISABELLE,14,1970,1248,91882,135.83
ISABELLE,14,1980,191,86843,21.99
ISABELLE,14,1990,39,75723,5.15
ISABELLE,15,1900,3,24628,1.22
ISABELLE,15,1950,74,31381,23.58
ISABELLE,15,1960,668,26568,251.43
ISABELLE,15,1970,462,20647,223.76
ISABELLE,15,1980,82,15828,51.81
ISABELLE,15,1990,4,11178,3.58
ISABELLE,16,1900,38,37927,10.02
ISABELLE,16,1910,13,31946,4.07
ISABELLE,16,1920,7,43975,1.59
ISABELLE,16,1940,7,47665,1.47
ISABELLE,16,1950,189,56085,33.7
ISABELLE,16,1960,1312,52889,248.07
ISABELLE,16,1970,744,42963,173.17
ISABELLE,16,1980,131,35969,36.42
ISABELLE,16,1990,3,27466,1.09
ISABELLE,16,2010,3,18465,1.62
ISABELLE,17,1900,90,45878,19.62
ISABELLE,17,1910,38,40541,9.37
ISABELLE,17,1920,28,60199,4.65
ISABELLE,17,1930,7,58097,1.2
ISABELLE,17,1940,16,67715,2.36
ISABELLE,17,1950,233,86420,26.96
ISABELLE,17,1960,1510,76217,198.12
ISABELLE,17,1970,934,61774,151.2
ISABELLE,17,1980,197,53359,36.92
ISABELLE,17,1990,25,45775,5.46
ISABELLE,18,1900,59,35600,16.57
ISABELLE,18,1910,20,29638,6.75
ISABELLE,18,1920,16,37212,4.3
ISABELLE,18,1930,3,33004,0.91
ISABELLE,18,1940,14,39999,3.5
ISABELLE,18,1950,197,43208,45.59
ISABELLE,18,1960,1052,38186,275.49
ISABELLE,18,1970,552,30639,180.16
ISABELLE,18,1980,101,24437,41.33
ISABELLE,18,1990,7,22093,3.17
ISABELLE,19,1900,3,38227,0.78
ISABELLE,19,1920,6,37227,1.61
ISABELLE,19,1940,3,34013,0.88
ISABELLE,19,1950,106,35060,30.23
ISABELLE,19,1960,804,30060,267.47
ISABELLE,19,1970,454,25308,179.39
ISABELLE,19,1980,78,21480,36.31
ISABELLE,19,1990,4,18007,2.22
ISABELLE,20,1900,36,35110,10.25
ISABELLE,20,1910,43,32752,13.13
ISABELLE,20,1920,57,34986,16.29
ISABELLE,20,1930,27,27652,9.76
ISABELLE,20,1940,26,27151,9.58
ISABELLE,20,1950,51,25320,20.14
ISABELLE,20,1960,280,24160,115.89
ISABELLE,20,1970,269,21073,127.65
ISABELLE,20,1980,105,21400,49.07
ISABELLE,20,1990,11,18967,5.8
ISABELLE,21,1900,63,33215,18.97
ISABELLE,21,1910,24,30069,7.98
ISABELLE,21,1920,15,44927,3.34
ISABELLE,21,1940,19,55753,3.41
ISABELLE,21,1950,264,68195,38.71
ISABELLE,21,1960,1810,69560,260.21
ISABELLE,21,1970,1063,65725,161.73
ISABELLE,21,1980,207,60902,33.99
ISABELLE,21,1990,29,52903,5.48
ISABELLE,22,1900,29,73807,3.93
ISABELLE,22,1910,29,71024,4.08
ISABELLE,22,1920,23,98854,2.33
ISABELLE,22,1930,6,83855,0.72
ISABELLE,22,1940,22,87266,2.52
ISABELLE,22,1950,325,90694,35.83
ISABELLE,22,1960,1979,77893,254.07
ISABELLE,22,1970,1060,67921,156.06
ISABELLE,22,1980,171,58761,29.1
ISABELLE,22,1990,14,47451,2.95
ISABELLE,23,1940,8,22157,3.61
ISABELLE,23,1950,67,21836,30.68
ISABELLE,23,1960,478,15649,305.45
ISABELLE,23,1970,206,9950,207.04
ISABELLE,23,1980,26,5643,46.07
ISABELLE,24,1900,87,50199,17.33
ISABELLE,24,1910,63,41923,15.03
ISABELLE,24,1920,43,56779,7.57
ISABELLE,24,1930,13,50134,2.59
ISABELLE,24,1940,32,58180,5.5
ISABELLE,24,1950,192,56855,33.77
ISABELLE,24,1960,948,45303,209.26
ISABELLE,24,1970,597,33311,179.22
ISABELLE,24,1980,111,28006,39.63
ISABELLE,24,1990,4,23198,1.72
ISABELLE,25,1900,52,34233,15.19
ISABELLE,25,1910,42,33599,12.5
ISABELLE,25,1920,31,47642,6.51
ISABELLE,25,1930,28,47107,5.94
ISABELLE,25,1940,30,55838,5.37
ISABELLE,25,1950,277,67508,41.03
ISABELLE,25,1960,1977,79611,248.33
ISABELLE,25,1970,1199,77394,154.92
ISABELLE,25,1980,259,71182,36.39
ISABELLE,25,1990,40,59766,6.69
ISABELLE,26,1900,18,28016,6.42
ISABELLE,26,1910,3,24003,1.25
ISABELLE,26,1920,3,34957,0.86
ISABELLE,26,1940,6,40490,1.48
ISABELLE,26,1950,187,47348,39.49
ISABELLE,26,1960,1154,55032,209.7
ISABELLE,26,1970,701,49253,142.33
ISABELLE,26,1980,148,45883,32.26
ISABELLE,26,1990,14,40689,3.44
ISABELLE,27,1900,39,31735,12.29
ISABELLE,27,1910,24,31928,7.52
ISABELLE,27,1920,21,47560,4.42
ISABELLE,27,1930,3,46210,0.65
ISABELLE,27,1940,11,56620,1.94
ISABELLE,27,1950,377,68083,55.37
ISABELLE,27,1960,1767,65215,270.95
ISABELLE,27,1970,862,55795,154.49
ISABELLE,27,1980,179,50352,35.55
ISABELLE,27,1990,18,44747,4.02
ISABELLE,28,1900,49,28366,17.27
ISABELLE,28,1910,17,27380,6.21
ISABELLE,28,1920,6,39244,1.53
ISABELLE,28,1930,6,37362,1.61
ISABELLE,28,1940,4,43565,0.92
ISABELLE,28,1950,269,51952,51.78
ISABELLE,28,1960,1486,51069,290.98
ISABELLE,28,1970,690,47043,146.67
ISABELLE,28,1980,122,42705,28.57
ISABELLE,28,1990,23,36311,6.33
ISABELLE,29,1900,214,110198,19.42
ISABELLE,29,1910,154,105281,14.63
ISABELLE,29,1920,138,133825,10.31
ISABELLE,29,1930,76,120149,6.33
ISABELLE,29,1940,39,118061,3.3
ISABELLE,29,1950,246,136735,17.99
ISABELLE,29,1960,2358,132715,177.67
ISABELLE,29,1970,1796,114792,156.46
ISABELLE,29,1980,355,101772,34.88
ISABELLE,29,1990,51,87528,5.83
ISABELLE,29,2000,6,81401,0.74
ISABELLE,29,2010,3,62872,0.48
ISABELLE,30,1900,25,40294,6.2
ISABELLE,30,1910,12,34026,3.53
ISABELLE,30,1920,59,47964,12.3
ISABELLE,30,1930,40,43076,9.29
ISABELLE,30,1940,27,56386,4.79
ISABELLE,30,1950,164,62049,26.43
ISABELLE,30,1960,919,64006,143.58
ISABELLE,30,1970,596,49758,119.78
ISABELLE,30,1980,171,51579,33.15
ISABELLE,30,1990,41,49107,8.35
ISABELLE,30,2000,3,52820,0.57
ISABELLE,31,1900,31,38841,7.98
ISABELLE,31,1910,22,33880,6.49
ISABELLE,31,1920,28,52568,5.33
ISABELLE,31,1930,27,51350,5.26
ISABELLE,31,1940,65,73562,8.84
ISABELLE,31,1950,371,85354,43.47
ISABELLE,31,1960,1882,99902,188.38
ISABELLE,31,1970,1225,99617,122.97
ISABELLE,31,1980,343,98130,34.95
ISABELLE,31,1990,69,110367,6.25
ISABELLE,31,2000,25,126526,1.98
ISABELLE,31,2010,11,133486,0.82
ISABELLE,32,1900,6,18113,3.31
ISABELLE,32,1920,13,22147,5.87
ISABELLE,32,1930,3,21285,1.41
ISABELLE,32,1940,7,25262,2.77
ISABELLE,32,1950,71,26609,26.68
ISABELLE,32,1960,387,19382,199.67
ISABELLE,32,1970,188,11659,161.25
ISABELLE,32,1980,39,8894,43.85
ISABELLE,32,1990,3,7200,4.17
ISABELLE,33,1900,123,79036,15.56
ISABELLE,33,1910,80,71381,11.21
ISABELLE,33,1920,83,112843,7.36
ISABELLE,33,1930,44,101025,4.36
ISABELLE,33,1940,75,128556,5.83
ISABELLE,33,1950,573,151381,37.85
ISABELLE,33,1960,2908,150368,193.39
ISABELLE,33,1970,1913,146682,130.42
ISABELLE,33,1980,469,140919,33.28
ISABELLE,33,1990,89,133650,6.66
ISABELLE,33,2000,18,139687,1.29
ISABELLE,33,2010,17,138378,1.23
ISABELLE,33,2020,4,41679,0.96
ISABELLE,34,1900,47,48043,9.78
ISABELLE,34,1910,67,43134,15.53
ISABELLE,34,1920,127,64544,19.68
ISABELLE,34,1930,115,54703,21.02
ISABELLE,34,1940,54,68232,7.91
ISABELLE,34,1950,268,71134,37.68
ISABELLE,34,1960,1185,80527,147.16
ISABELLE,34,1970,861,79044,108.93
ISABELLE,34,1980,236,84667,27.87
ISABELLE,34,1990,88,90672,9.71
ISABELLE,34,2000,17,100616,1.69
ISABELLE,34,2010,3,101163,0.3
ISABELLE,35,1900,20,64147,3.12
ISABELLE,35,1920,15,94366,1.59
ISABELLE,35,1930,17,91609,1.86
ISABELLE,35,1940,59,102745,5.74
ISABELLE,35,1950,556,118106,47.08
ISABELLE,35,1960,3628,120585,300.87
ISABELLE,35,1970,1505,113979,132.04
ISABELLE,35,1980,243,103460,23.49
ISABELLE,35,1990,37,97846,3.78
ISABELLE,36,1900,11,32611,3.37
ISABELLE,36,1910,15,26498,5.66
ISABELLE,36,1920,9,35063,2.57
ISABELLE,36,1940,6,39575,1.52
ISABELLE,36,1950,164,43115,38.04
ISABELLE,36,1960,962,37814,254.4
ISABELLE,36,1970,458,28023,163.44
ISABELLE,36,1980,62,20375,30.43
ISABELLE,36,1990,4,16310,2.45
ISABELLE,37,1900,63,31547,19.97
ISABELLE,37,1910,38,31311,12.14
ISABELLE,37,1920,29,47012,6.17
ISABELLE,37,1930,3,47059,0.64
ISABELLE,37,1940,27,58036,4.65
ISABELLE,37,1950,307,70589,43.49
ISABELLE,37,1960,1913,71465,267.68
ISABELLE,37,1970,1033,66507,155.32
ISABELLE,37,1980,188,60753,30.94
ISABELLE,37,1990,15,54262,2.76
ISABELLE,38,1900,26,52657,4.94
ISABELLE,38,1910,19,46248,4.11
ISABELLE,38,1920,65,73096,8.89
ISABELLE,38,1930,60,69529,8.63
ISABELLE,38,1940,69,89907,7.67
ISABELLE,38,1950,501,100662,49.77
ISABELLE,38,1960,2337,120500,193.94
ISABELLE,38,1970,1431,114278,125.22
ISABELLE,38,1980,357,107691,33.15
ISABELLE,38,1990,72,103670,6.95
ISABELLE,38,2000,17,111169,1.53
ISABELLE,38,2010,6,102661,0.58
ISABELLE,39,1900,31,28265,10.97
ISABELLE,39,1910,13,24659,5.27
ISABELLE,39,1920,3,34660,0.87
ISABELLE,39,1930,10,30363,3.29
ISABELLE,39,1950,104,38247,27.19
ISABELLE,39,1960,891,35759,249.17
ISABELLE,39,1970,456,28188,161.77
ISABELLE,39,1980,86,23670,36.33
ISABELLE,40,1900,21,35483,5.92
ISABELLE,40,1910,15,27364,5.48
ISABELLE,40,1920,6,35655,1.68
ISABELLE,40,1930,10,30017,3.33
ISABELLE,40,1940,14,31715,4.41
ISABELLE,40,1950,128,37491,34.14
ISABELLE,40,1960,803,34236,234.55
ISABELLE,40,1970,400,26933,148.52
ISABELLE,40,1980,57,22709,25.1
ISABELLE,40,1990,5,19577,2.55
ISABELLE,41,1900,46,29140,15.79
ISABELLE,41,1910,22,26540,8.29
ISABELLE,41,1920,7,37080,1.89
ISABELLE,41,1930,4,34483,1.16
ISABELLE,41,1940,4,37096,1.08
ISABELLE,41,1950,207,40457,51.17
ISABELLE,41,1960,1021,36130,282.59
ISABELLE,41,1970,521,31709,164.31
ISABELLE,41,1980,87,30626,28.41
ISABELLE,41,1990,13,27172,4.78
ISABELLE,42,1900,18,66614,2.7
ISABELLE,42,1910,11,61064,1.8
ISABELLE,42,1920,60,88012,6.82
ISABELLE,42,1930,65,81687,7.96
ISABELLE,42,1940,52,103442,5.03
ISABELLE,42,1950,339,116099,29.2
ISABELLE,42,1960,2321,117811,197.01
ISABELLE,42,1970,1637,110661,147.93
ISABELLE,42,1980,351,97897,35.85
ISABELLE,42,1990,40,82167,4.87
ISABELLE,43,1900,3,34579,0.87
ISABELLE,43,1940,10,31249,3.2
ISABELLE,43,1950,64,31396,20.38
ISABELLE,43,1960,569,27000,210.74
ISABELLE,43,1970,410,18478,221.89
ISABELLE,43,1980,75,12758,58.79
ISABELLE,44,1900,46,67871,6.78
ISABELLE,44,1910,32,65543,4.88
ISABELLE,44,1920,42,99161,4.24
ISABELLE,44,1930,23,96622,2.38
ISABELLE,44,1940,64,118912,5.38
ISABELLE,44,1950,772,156831,49.22
ISABELLE,44,1960,4220,161592,261.15
ISABELLE,44,1970,2182,154881,140.88
ISABELLE,44,1980,407,139790,29.12
ISABELLE,44,1990,45,126829,3.55
ISABELLE,45,1900,33,37540,8.79
ISABELLE,45,1910,24,35060,6.85
ISABELLE,45,1920,16,47863,3.34
ISABELLE,45,1930,6,45850,1.31
ISABELLE,45,1940,38,54841,6.93
ISABELLE,45,1950,432,66444,65.02
ISABELLE,45,1960,1887,69784,270.41
ISABELLE,45,1970,936,68115,137.41
ISABELLE,45,1980,178,63898,27.86
ISABELLE,45,1990,28,59872,4.68
ISABELLE,45,2010,4,51534,0.78
ISABELLE,46,1900,3,17581,1.71
ISABELLE,46,1950,56,22098,25.34
ISABELLE,46,1960,407,20015,203.35
ISABELLE,46,1970,262,14228,184.14
ISABELLE,46,1980,45,11130,40.43
ISABELLE,47,1900,6,22005,2.73
ISABELLE,47,1910,4,18379,2.18
ISABELLE,47,1940,13,39674,3.28
ISABELLE,47,1950,145,43383,33.42
ISABELLE,47,1960,930,41294,225.21
ISABELLE,47,1970,501,33918,147.71
ISABELLE,47,1980,104,30422,34.19
ISABELLE,47,1990,8,25826,3.1
ISABELLE,48,1950,5,11308,4.42
ISABELLE,48,1960,200,8940,223.71
ISABELLE,48,1970,125,6160,202.92
ISABELLE,48,1980,18,3221,55.88
ISABELLE,49,1900,64,48516,13.19
ISABELLE,49,1910,42,46658,9.0
ISABELLE,49,1920,44,71688,6.14
ISABELLE,49,1930,29,73058,3.97
ISABELLE,49,1940,40,90291,4.43
ISABELLE,49,1950,622,111932,55.57
ISABELLE,49,1960,3084,117359,262.78
ISABELLE,49,1970,1575,114643,137.38
ISABELLE,49,1980,306,105492,29.01
ISABELLE,49,1990,21,87629,2.4
ISABELLE,49,2020,5,19807,2.52
ISABELLE,50,1900,25,50225,4.98
ISABELLE,50,1910,10,51326,1.95
ISABELLE,50,1920,17,76680,2.22
ISABELLE,50,1930,19,79589,2.39
ISABELLE,50,1940,21,81898,2.56
ISABELLE,50,1950,454,97294,46.66
ISABELLE,50,1960,2454,82658,296.89
ISABELLE,50,1970,882,64681,136.36
ISABELLE,50,1980,126,60507,20.82
ISABELLE,50,1990,16,48820,3.28
ISABELLE,51,1900,70,46420,15.08
ISABELLE,51,1910,26,37724,6.89
ISABELLE,51,1920,35,63144,5.54
ISABELLE,51,1930,25,61692,4.05
ISABELLE,51,1940,38,68407,5.55
ISABELLE,51,1950,440,86183,51.05
ISABELLE,51,1960,2079,85137,244.19
ISABELLE,51,1970,1314,87064,150.92
ISABELLE,51,1980,267,80778,33.05
ISABELLE,51,1990,42,65447,6.42
ISABELLE,51,2000,6,61294,0.98
ISABELLE,52,1900,23,20668,11.13
ISABELLE,52,1910,3,20404,1.47
ISABELLE,52,1920,10,28497,3.51
ISABELLE,52,1930,3,27679,1.08
ISABELLE,52,1950,123,40255,30.56
ISABELLE,52,1960,872,39605,220.17
ISABELLE,52,1970,509,28919,176.01
ISABELLE,52,1980,86,21620,39.78
ISABELLE,53,1900,21,32906,6.38
ISABELLE,53,1910,17,31379,5.42
ISABELLE,53,1920,24,44761,5.36
ISABELLE,53,1930,9,43183,2.08
ISABELLE,53,1940,9,45402,1.98
ISABELLE,53,1950,195,49224,39.61
ISABELLE,53,1960,1133,42682,265.45
ISABELLE,53,1970,601,38954,154.28
ISABELLE,53,1980,77,31040,24.81
ISABELLE,53,1990,4,25152,1.59
ISABELLE,54,1900,81,59105,13.7
ISABELLE,54,1910,47,55048,8.54
ISABELLE,54,1920,47,89383,5.26
ISABELLE,54,1930,40,93039,4.3
ISABELLE,54,1940,37,94105,3.93
ISABELLE,54,1950,652,132349,49.26
ISABELLE,54,1960,3362,130317,257.99
ISABELLE,54,1970,1606,107549,149.33
ISABELLE,54,1980,312,91460,34.11
ISABELLE,54,1990,40,77057,5.19
ISABELLE,54,2000,3,71696,0.42
ISABELLE,55,1900,26,26930,9.65
ISABELLE,55,1910,14,20631,6.79
ISABELLE,55,1920,21,34036,6.17
ISABELLE,55,1930,7,31592,2.22
ISABELLE,55,1950,106,41141,25.77
ISABELLE,55,1960,710,35526,199.85
ISABELLE,55,1970,455,24075,188.99
ISABELLE,55,1980,82,18825,43.56
ISABELLE,55,1990,3,13477,2.23
ISABELLE,56,1900,52,70163,7.41
ISABELLE,56,1910,36,70023,5.14
ISABELLE,56,1920,77,96940,7.94
ISABELLE,56,1930,12,90817,1.32
ISABELLE,56,1940,28,88179,3.18
ISABELLE,56,1950,340,98347,34.57
ISABELLE,56,1960,2227,91777,242.65
ISABELLE,56,1970,1236,82757,149.35
ISABELLE,56,1980,197,73967,26.63
ISABELLE,56,1990,20,62213,3.21
ISABELLE,56,2000,6,63540,0.94
ISABELLE,57,1900,34,94915,3.58
ISABELLE,57,1910,34,86307,3.94
ISABELLE,57,1920,47,108041,4.35
ISABELLE,57,1930,50,111387,4.49
ISABELLE,57,1940,31,102126,3.04
ISABELLE,57,1950,904,171761,52.63
ISABELLE,57,1960,4141,188508,219.67
ISABELLE,57,1970,2112,147194,143.48
ISABELLE,57,1980,378,140179,26.97
ISABELLE,57,1990,50,109066,4.58
ISABELLE,57,2000,13,94896,1.37
ISABELLE,57,2010,4,78223,0.51
ISABELLE,58,1900,46,30293,15.19
ISABELLE,58,1910,7,23977,2.92
ISABELLE,58,1920,18,32686,5.51
ISABELLE,58,1940,11,34918,3.15
ISABELLE,58,1950,158,39848,39.65
ISABELLE,58,1960,1027,36456,281.71
ISABELLE,58,1970,524,29958,174.91
ISABELLE,58,1980,89,24276,36.66
ISABELLE,58,1990,10,18339,5.45
ISABELLE,59,1900,329,231745,14.2
ISABELLE,59,1910,218,177346,12.29
ISABELLE,59,1920,224,317569,7.05
ISABELLE,59,1930,126,299159,4.21
ISABELLE,59,1940,135,325253,4.15
ISABELLE,59,1950,1686,456418,36.94
ISABELLE,59,1960,11171,465942,239.75
ISABELLE,59,1970,7259,443472,163.69
ISABELLE,59,1980,1394,423963,32.88
ISABELLE,59,1990,188,352629,5.33
ISABELLE,59,2000,30,344470,0.87
ISABELLE,59,2010,12,308468,0.39
ISABELLE,59,2020,3,77412,0.39
ISABELLE,60,1900,137,42622,32.14
ISABELLE,60,1910,84,38744,21.68
ISABELLE,60,1920,58,61767,9.39
ISABELLE,60,1930,22,59773,3.68
ISABELLE,60,1940,29,68018,4.26
ISABELLE,60,1950,266,87592,30.37
ISABELLE,60,1960,2073,88732,233.62
ISABELLE,60,1970,1419,80213,176.9
ISABELLE,60,1980,307,78239,39.24
ISABELLE,60,1990,64,74646,8.57
ISABELLE,60,2000,15,72125,2.08
ISABELLE,61,1900,28,27293,10.26
ISABELLE,61,1910,10,27328,3.66
ISABELLE,61,1920,8,43466,1.84
ISABELLE,61,1930,3,42909,0.7
ISABELLE,61,1940,10,47683,2.1
ISABELLE,61,1950,202,55094,36.66
ISABELLE,61,1960,1445,50462,286.35
ISABELLE,61,1970,728,42042,173.16
ISABELLE,61,1980,102,32334,31.55
ISABELLE,61,1990,17,26439,6.43
ISABELLE,62,1900,221,139355,15.86
ISABELLE,62,1910,187,128014,14.61
ISABELLE,62,1920,164,212662,7.71
ISABELLE,62,1930,130,207288,6.27
ISABELLE,62,1940,77,224918,3.42
ISABELLE,62,1950,781,298366,26.18
ISABELLE,62,1960,5844,261264,223.68
ISABELLE,62,1970,3830,218107,175.6
ISABELLE,62,1980,781,198003,39.44
ISABELLE,62,1990,133,163990,8.11
ISABELLE,62,2000,9,154721,0.58
ISABELLE,63,1900,22,47066,4.67
ISABELLE,63,1910,13,40723,3.19
ISABELLE,63,1920,3,63807,0.47
ISABELLE,63,1930,11,56078,1.96
ISABELLE,63,1940,40,69422,5.76
ISABELLE,63,1950,306,75818,40.36
ISABELLE,63,1960,1894,76147,248.73
ISABELLE,63,1970,1029,72883,141.19
ISABELLE,63,1980,189,63354,29.83
ISABELLE,63,1990,26,52644,4.94
ISABELLE,63,2000,3,53353,0.56
ISABELLE,64,1900,81,56822,14.26
ISABELLE,64,1910,68,49777,13.66
ISABELLE,64,1920,81,62392,12.98
ISABELLE,64,1930,53,57752,9.18
ISABELLE,64,1940,58,61390,9.45
ISABELLE,64,1950,325,71050,45.74
ISABELLE,64,1960,1704,79175,215.22
ISABELLE,64,1970,1025,68175,150.35
ISABELLE,64,1980,269,63170,42.58
ISABELLE,64,1990,52,58962,8.82
ISABELLE,64,2000,8,59533,1.34
ISABELLE,64,2010,3,53668,0.56
ISABELLE,65,1900,17,19329,8.8
ISABELLE,65,1910,20,16931,11.81
ISABELLE,65,1920,27,23614,11.43
ISABELLE,65,1930,24,22468,10.68
ISABELLE,65,1940,13,27549,4.72
ISABELLE,65,1950,60,31928,18.79
ISABELLE,65,1960,458,32319,141.71
ISABELLE,65,1970,356,24500,145.31
ISABELLE,65,1980,102,20198,50.5
ISABELLE,65,1990,3,17647,1.7
ISABELLE,66,1900,32,24958,12.82
ISABELLE,66,1910,22,21215,10.37
ISABELLE,66,1920,37,28482,12.99
ISABELLE,66,1930,33,23926,13.79
ISABELLE,66,1940,21,29028,7.23
ISABELLE,66,1950,104,30512,34.08
ISABELLE,66,1960,448,35415,126.5
ISABELLE,66,1970,320,30552,104.74
ISABELLE,66,1980,106,32624,32.49
ISABELLE,66,1990,38,31662,12.0
ISABELLE,66,2000,18,33304,5.4
ISABELLE,67,1900,9,101278,0.89
ISABELLE,67,1910,3,80252,0.37
ISABELLE,67,1920,16,104118,1.54
ISABELLE,67,1930,17,103205,1.65
ISABELLE,67,1940,23,98381,2.34
ISABELLE,67,1950,709,138497,51.19
ISABELLE,67,1960,2930,146146,200.48
ISABELLE,67,1970,1481,118481,125.0
ISABELLE,67,1980,311,114734,27.11
ISABELLE,67,1990,79,113173,6.98
ISABELLE,67,2000,15,108430,1.38
ISABELLE,67,2010,3,96185,0.31
ISABELLE,68,1900,8,71371,1.12
ISABELLE,68,1910,9,48841,1.84
ISABELLE,68,1920,7,71326,0.98
ISABELLE,68,1930,22,70296,3.13
ISABELLE,68,1940,18,66270,2.72
ISABELLE,68,1950,455,94375,48.21
ISABELLE,68,1960,1668,95017,175.55
ISABELLE,68,1970,1084,81988,132.21
ISABELLE,68,1980,285,81467,34.98
ISABELLE,68,1990,50,75153,6.65
ISABELLE,68,2000,12,68401,1.75
ISABELLE,68,2010,3,58341,0.51
ISABELLE,69,1900,68,74063,9.18
ISABELLE,69,1910,35,73396,4.77
ISABELLE,69,1920,172,119256,14.42
ISABELLE,69,1930,150,117224,12.8
ISABELLE,69,1940,104,153060,6.79
ISABELLE,69,1950,765,178128,42.95
ISABELLE,69,1960,4004,217925,183.73
ISABELLE,69,1970,2735,217346,125.84
ISABELLE,69,1980,728,222370,32.74
ISABELLE,69,1990,124,219117,5.66
ISABELLE,69,2000,45,224145,2.01
ISABELLE,69,2010,14,228220,0.61
ISABELLE,69,2020,6,62903,0.95
ISABELLE,70,1900,25,28204,8.86
ISABELLE,70,1910,7,24490,2.86
ISABELLE,70,1920,4,32371,1.24
ISABELLE,70,1940,10,34845,2.87
ISABELLE,70,1950,171,39747,43.02
ISABELLE,70,1960,769,32733,234.93
ISABELLE,70,1970,390,22325,174.69
ISABELLE,70,1980,56,15770,35.51
ISABELLE,70,1990,7,11148,6.28
ISABELLE,71,1900,31,70670,4.39
ISABELLE,71,1910,35,58758,5.96
